1	215	2.221848749616356
2	325	2.221848749616356
5	331	2.221848749616356
9	167	1.7695510786217261
9	359	1.7695510786217261
10	43	1.0757207139381184
10	85	1.0757207139381184
10	132	1.0757207139381184
10	239	1.0757207139381184
10	314	1.0757207139381184
14	199	2.0
16	353	1.721246399047171
17	168	1.853871964321762
18	140	1.3187587626244128
18	352	1.3187587626244128
18	377	1.3187587626244128
21	141	1.6197887582883939
21	247	1.6197887582883939
21	255	1.6197887582883939
22	323	2.0457574905606752
23	156	1.585026652029182
23	182	1.585026652029182
26	86	1.4814860601221125
26	116	1.4814860601221125
26	218	1.4814860601221125
26	317	1.4814860601221125
27	0	1.1487416512809248
27	8	1.1487416512809248
27	56	1.1487416512809248
27	63	1.1487416512809248
27	69	1.1487416512809248
27	135	1.1487416512809248
27	230	1.1487416512809248
27	240	1.1487416512809248
27	249	1.1487416512809248
30	10	1.0655015487564323
30	27	1.0655015487564323
30	49	1.0655015487564323
30	115	1.0655015487564323
30	132	1.0655015487564323
30	171	1.0655015487564323
30	188	1.0655015487564323
30	237	1.0655015487564323
30	250	1.0655015487564323
31	312	2.154901959985743
31	318	2.154901959985743
32	380	2.0969100130080562
33	51	1.4436974992327127
33	68	1.4436974992327127
33	144	1.4436974992327127
33	328	1.4436974992327127
36	1	1.585026652029182
36	124	1.585026652029182
37	277	1.9208187539523751
37	372	1.9208187539523751
38	83	1.2291479883578558
38	142	1.2291479883578558
38	159	1.2291479883578558
38	288	1.2291479883578558
38	314	1.2291479883578558
38	343	1.2291479883578558
38	344	1.2291479883578558
38	377	1.2291479883578558
39	17	1.0268721464003012
39	94	1.0268721464003012
39	136	1.0268721464003012
39	175	1.0268721464003012
39	227	1.0268721464003012
39	246	1.0268721464003012
39	260	1.0268721464003012
39	268	1.0268721464003012
39	345	1.0268721464003012
39	370	1.0268721464003012
39	397	1.0268721464003012
40	6	0.9507819773298184
40	75	0.9507819773298184
40	84	0.9507819773298184
40	95	0.9507819773298184
40	115	0.9507819773298184
40	196	0.9507819773298184
40	233	0.9507819773298184
40	236	0.9507819773298184
40	299	0.9507819773298184
40	381	0.9507819773298184
40	388	0.9507819773298184
40	393	0.9507819773298184
42	31	1.3979400086720377
42	52	1.3979400086720377
42	223	1.3979400086720377
42	277	1.3979400086720377
42	363	1.3979400086720377
42	380	1.3979400086720377
